,SrNo,Nature of Accident,Classification of Accident,Causes,Road Feature,Road Condition,Intersection Type and Control,Weather Condition,VehicleResponsible,Fatal,Grevious,Minor,Injured,Help Provided by Ambulance/Patrol,Remarks,Encoded_VehicleResponsible,Hospital,AccYear,AccMonth,AccDay,HourOfAccident,TimeOfAccAMPM_AM,TimeOfAccAMPM_PM
473,474.0,skidding,3,9,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,10.0,21.0,10,0,1
474,475.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Ambulance,The injured person shifted to SNR Hospital,car,snrH,2016.0,1.0,21.0,8,1,0
475,476.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,9.0,20.0,12,1,0
476,477.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Bus over speed and Hit to Road crossing Pedestrian,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,bus,MVJH,2016.0,7.0,20.0,6,1,0
477,478.0,headoncollision,2,2 & 3,fourlane,straight,junction,fine,Fault of Car over speed and hit to LCV,0,1,0,0,Petrol Vehicle,,car,,2015.0,7.0,20.0,4,0,1
478,479.0,overspeed,1 & 2,2 & 7,fourlane,sharpcurve,junction,fine,Car over speed and hit to run the Pedestrian,1,1,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,car,MVJH,2015.0,7.0,20.0,10,0,1
479,480.0,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,LCV vehicle over speed out of controll,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,7.0,20.0,12,1,0
480,481.0,skidding,1,1 & 2,fourlane,straight,junction,fine,Car over speed driver drunk and drive self accident,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,car,MVJH,2016.0,6.0,20.0,12,0,1
481,482.0,overspeed,2,2 & 4,fourlane,straight,junction,cloudy,Two wheeler over speed and hit to two wheeler,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2018.0,5.0,20.0,6,1,0
482,483.0,headoncollision,2,2,fourlane,straight,junction,fine,Car over speed hit to Car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2017.0,4.0,20.0,7,1,0
483,484.0,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The minor injured person shifted to Hospital,twowheeler,,2016.0,4.0,20.0,9,1,0
484,485.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Bus over speed and hit to car,0,0,1,0,Ambulance/Petrol Vehicle,The injure person shifted to MVJ Hospital,bus,MVJH,2016.0,4.0,20.0,2,0,1
485,486.0,others,3,2,fourlane,straight,junction,fine,Car,0,0,1,0,Ambulance/Petrol Vehicle,Due to over speed of car collided with tractor,car,,2014.0,4.0,20.0,9,0,1
486,487.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,1,0,0,Ambulance,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2018.0,3.0,20.0,9,1,0
487,488.0,rearendcollision,2,9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Hoskote,twowheeler,hoskoteH,2017.0,3.0,20.0,6,1,0
488,489.0,skidding,1,2 & 5,fourlane,straight,junction,fine,car over speed hit to road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,car,MVJH,2016.0,3.0,20.0,9,1,0
489,490.0,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,LCV HIt to Car over speed,0,1,2,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,2.0,20.0,1,1,0
490,491.0,overspeed,1,2 & 5,fourlane,straight,junction,fine,Vehicle over speed and Hit to Road cross pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2015.0,12.0,20.0,7,0,1
491,492.0,rightturncollision,1 & 3,2 & 4,fourlane,straight,tjunction,fine,Two wheeler over speed and hit to Agriculture vehicle.,1,0,1,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,11.0,20.0,9,1,0
492,493.0,rightturncollision,4,2 & 3,fourlane,straight,junction,fine,LCV self accident Over speed and Vehicle out of control,0,0,0,1,Petrol Vehicle,The Non Injured Person shifted to Jalappa Hospital,car,JalappaH,2015.0,10.0,20.0,7,0,1
493,494.0,headoncollision,4,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and Hit to Two wheeler,0,0,0,1,Petrol Vehicle,The Non injured person shifted Jalappa Hospital,twowheeler,JalappaH,2015.0,10.0,20.0,9,0,1
494,495.0,overspeed,2,7,fourlane,straight,junction,fine,Fault of Road crossing pedestrian,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,,MVJH,2018.0,1.0,20.0,4,0,1
495,496.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Truck over speed and Hit to the Two wheeler,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,2.0,9.0,5,1,0
496,497.0,others,2,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2015.0,2.0,9.0,5,0,1
497,498.0,overspeed,2 & 3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to Two wheeler,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2015.0,2.0,8.0,10,0,1
498,499.0,headoncollision,3,2 & 4,fourlane,straight,junction,fine,Bike over speed and Hit to LCV,0,0,2,0,Ambulance/Petrol Vehicle,The minor injured person shifted to Hospital,car,,2015.0,2.0,8.0,6,0,1
499,500.0,overspeed,3,2 & 4,fourlane,straight,tjunction,fine,Car over speed and hit to Two wheeler,0,0,1,0,Petrol Vehicle,The minor injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,2.0,8.0,7,0,1
500,501.0,overspeed,4,3,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,0,2,Petrol Vehicle,"There is no injured, traffic cleared immediately.",twowheeler,,2017.0,2.0,7.0,12,0,1
501,502.0,headoncollision,3,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,0,0,1,0,Ambulance,The injured person shifted to MVJ Hospital,car,MVJH,2016.0,2.0,7.0,9,1,0
502,503.0,overspeed,1,2,fourlane,straight,junction,fine,Truck over speed and hit to car,1,0,0,0,Ambulance,The fatal body shifted to Private Hospital Bhattarhalli,car,,2016.0,2.0,7.0,1,1,0
503,504.0,overspeed,3 & 4,3,fourlane,slightcurve,tjunction,fine,Car,0,0,1,3,Petrol Vehicle,Road conditions is good,car,,2014.0,2.0,7.0,8,0,1
504,505.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Jeep over speed and hit to two wheeler,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,twowheeler,,2017.0,2.0,6.0,2,0,1
505,506.0,others,3,2,fourlane,straight,junction,fine,Bike,0,0,2,1,Ambulance,New Bike lost control by over speed,twowheeler,,2015.0,2.0,6.0,5,0,1
506,507.0,others,3,2,fourlane,straight,junction,fine,Bike,0,0,1,3,Ambulance,Bike lost control by over speed,twowheeler,,2015.0,2.0,6.0,11,0,1
507,508.0,headoncollision,2,2,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2017.0,2.0,5.0,3,0,1
508,509.0,others,1,2 & 3,fourlane,straight,junction,fine,Bike over speed fault of Motor vehicle,2,0,0,0,Ambulance,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,2.0,5.0,6,1,0
509,510.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Truck over speed and hit to LCV. Driver sleep,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,car,,2018.0,2.0,4.0,4,1,0
510,511.0,skidding,1,2 & 5,fourlane,slightcurve,junction,fine,car over speed and hit to two wheeler,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,2.0,4.0,3,0,1
511,512.0,overspeed,1,7,fourlane,straight,junction,fine,Vehicle over speed and hit to Road Pedestrian. Fault of Pedestrian,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,,JalappaH,2017.0,2.0,3.0,12,1,0
512,513.0,headoncollision,3,3 & 5,fourlane,slightcurve,junction,fine,Multi axle hit to LCV,0,0,1,0,Petrol Vehicle,The minor injured and Traffic clear immediately,car,,2017.0,2.0,2.0,1,1,0
513,514.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed vehicle out of control Self accident,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,2.0,2.0,1,0,1
514,515.0,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,Self accident Two wheeler,0,0,1,1,Petrol Vehicle,The injured person shited to Jalappa Hospital,twowheeler,JalappaH,2015.0,2.0,12.0,12,1,0
515,516.0,overspeed,1,2 & 3,fourlane,straight,tjunction,fine,Two wheeler over speed and overturning to bus bike was skidding,3,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,twowheeler,MVJH,2014.0,2.0,12.0,11,1,0
516,517.0,others,2 & 4,2 & 3,fourlane,straight,junction,fine,Car tyer blast vehicle out of control,0,1,0,2,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,2.0,1.0,8,0,1
517,518.0,headoncollision,1,2 & 5,fourlane,straight,junction,fine,car over speed and hit to two wheeler,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,twowheeler,JalappaH,2017.0,9.0,19.0,2,0,1
518,519.0,others,3,1,fourlane,straight,junction,fine,Drunk & Drive Two wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to SNR Hospital,twowheeler,snrH,2015.0,9.0,19.0,9,0,1
519,520.0,skidding,2,2 & 3 & 5,fourlane,straight,junction,fine,Truck over speed and hit to Two wheeler,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,twowheeler,hoskoteH,2017.0,8.0,19.0,3,0,1
520,521.0,overspeed,1,2 & 3,fourlane,straight,junction,fine,Car hit to road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to SNR Hospital,car,snrH,2015.0,8.0,19.0,9,0,1
521,522.0,headoncollision,2,1 & 2,fourlane,straight,junction,fine,Multi axle hit to car,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,8.0,19.0,10,0,1
522,523.0,others,3,2,fourlane,straight,junction,fine,Tata Ace,0,0,1,1,Ambulance,Tata Ace lost control by over speed (self accident),,,2015.0,6.0,19.0,2,0,1
523,524.0,overspeed,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to car,0,1,0,0,Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,car,,2017.0,5.0,19.0,10,1,0
524,525.0,overspeed,3,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to LCV,0,0,3,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,5.0,19.0,8,0,1
525,526.0,headoncollision,3,2 & 9,fourlane,straight,junction,fine,Truck over speed and hit to Bus,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,bus,JalappaH,2016.0,5.0,19.0,11,0,1
526,527.0,skidding,3 & 4,2 & 3,fourlane,straight,junction,fine,Multiaxle over speed and hit to the LCV,0,0,1,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,5.0,19.0,3,0,1
527,528.0,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2018.0,4.0,19.0,9,1,0
528,529.0,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2018.0,4.0,19.0,9,1,0
529,530.0,skidding,4,2,fourlane,straight,tjunction,fine,Auto over speed self accident,0,0,0,1,Petrol Vehicle,Traffic cleared immediately.,,,2017.0,4.0,19.0,12,1,0
530,531.0,overspeed,4,2 & 9,fourlane,slightcurve,junction,fine,Car over speed self accident. Defects in mechanical condition,0,0,0,2,Petrol Vehicle,There is no injured. Traffic cleared immediately.,car,,2017.0,4.0,19.0,11,1,0
531,532.0,others,3,1,fourlane,straight,junction,fine,Truck,0,0,0,2,Ambulance/Petrol Vehicle,Truck driver was drunken and collided with car,truck,,2014.0,4.0,19.0,10,0,1
532,533.0,overspeed,1,2,fourlane,straight,junction,fine,Unknown vehicle hit and run while road crossing,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Private Hospital Hoskote,unknown,hoskoteH,2017.0,3.0,19.0,7,1,0
533,534.0,overspeed,1,2 & 7,fourlane,slightcurve,tjunction,fine,Fault of road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to MVJ Hospital,,MVJH,2015.0,3.0,19.0,2,0,1
534,535.0,others,1,1 & 2,fourlane,straight,junction,fine,Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,,JalappaH,2015.0,2.0,19.0,9,0,1
535,536.0,overspeed,1 & 3,2 & 3 & 9,fourlane,straight,yjunction,fine,Car over speed self accident,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,12.0,19.0,12,0,1
536,537.0,headoncollision,1,5 & 9,fourlane,straight,junction,fine,Car over speed and hit to Car due to defect in mechanical conditions.,2,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2016.0,12.0,19.0,2,1,0
537,538.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to car,0,0,2,0,Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,12.0,19.0,8,0,1
538,539.0,others,2 & 3,9,fourlane,straight,junction,fine,The tractor vehicle some mechanical problem self accident,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital,,snrH,2014.0,12.0,19.0,5,0,1
539,540.0,others,2 & 3,1 & 2,fourlane,straight,junction,fine,Self accident Drunk & Drive,0,1,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,,MVJH,2014.0,12.0,19.0,5,1,0
540,541.0,skidding,2 & 3 & 4,2 & 9,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,0,1,2,3,Ambulance/Petrol Vehicle,The Major & Minor injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,11.0,19.0,3,1,0
541,542.0,headoncollision,3,2,fourlane,straight,junction,fine,Bus over speed and Hit to Tow wheeler,0,0,1,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,bus,JalappaH,2015.0,11.0,19.0,7,1,0
542,543.0,headoncollision,3,2 & 5,fourlane,slightcurve,junction,fine,Car over speed and hit to the Water tanker,0,0,1,0,Petrol Vehicle,"The injured person shifted to Govt Hospital, Kolar",car,,2014.0,11.0,19.0,3,0,1
543,544.0,headoncollision,3,2,fourlane,straight,junction,fine,Multi Axle hit to Two wheeler.,0,0,1,0,Ambulance/Petrol Vehicle,The minor injured and Traffic clear immediately,twowheeler,,2017.0,10.0,19.0,6,1,0
544,545.0,others,3,1,fourlane,straight,junction,fine,Self Accident Drunk & Drive,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to KR Puram Govt. Hospital,,kr puramH,2014.0,10.0,19.0,2,0,1
545,546.0,headoncollision,2,2 & 5 & 9,fourlane,straight,tjunction,fine,Car over speed and hit to Truck due to Defects in Mechanical condition,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2018.0,1.0,19.0,3,0,1
546,547.0,skidding,3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,1.0,19.0,10,0,1
547,548.0,others,3,2 & 3,fourlane,straight,junction,fine,Auto tyre blast vehicle out of control and upside to carriageway,0,0,1,3,Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,1.0,19.0,10,0,1
548,549.0,headoncollision,3,2,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,0,2,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,9.0,18.0,1,0,1
549,550.0,headoncollision,1,1,fourlane,straight,junction,fine,Car over speed self accident Drunk & Drive,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2016.0,9.0,18.0,4,0,1
550,551.0,skidding,2,4,fourlane,straight,junction,fine,Auto over speed and vehicle skidding in shoulder side driver fault,0,1,0,0,Ambulance,108 ambulance shifted to Govt Hospital Narsapura,,,2014.0,9.0,18.0,4,0,1
551,552.0,overspeed,3 & 4,3,fourlane,straight,junction,fine,Car,0,0,2,3,Ambulance/Petrol Vehicle,"2-Minor, 3-Non injured. Helping Ambulance shifted to Jalappa Hospital.",car,JalappaH,2014.0,8.0,18.0,7,0,1
552,553.0,skidding,1 & 3 & 4,2 & 3 & 5,fourlane,straight,junction,fine,LCV over speed self accident,1,0,1,2,Ambulance/Petrol Vehicle,The Fatal & Injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,7.0,18.0,7,0,1
553,554.0,others,1 & 2,1 & 2,fourlane,straight,junction,fine,Bike Drunk & Drive,2,1,0,0,Ambulance/Petrol Vehicle,Shifted to RL Jalappa Hospital Kolar,twowheeler,JalappaH,2014.0,7.0,18.0,5,0,1
554,555.0,skidding,2,1 & 2,fourlane,straight,junction,cloudy,Two wheeler over speed self accident,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,6.0,18.0,10,0,1
555,556.0,overspeed,1,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Tractor,1,0,0,0,Ambulance,The fatal body shifted to MVJ Hospital,twowheeler,MVJH,2016.0,6.0,18.0,11,0,1
556,557.0,headoncollision,3,2 & 4,fourlane,straight,junction,fine,car over speed and hit to two wheeler,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,twowheeler,JalappaH,2017.0,4.0,18.0,9,1,0
557,558.0,headoncollision,2,2 & 5,fourlane,slightcurve,junction,fine,Car over speed hit to Truck,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2017.0,4.0,18.0,10,0,1
558,559.0,others,2,1,fourlane,straight,junction,fine,Bike Rider,0,2,1,0,Ambulance/Petrol Vehicle,Triple riding on bike and the bike rider was drunken self accident,twowheeler,,2014.0,4.0,18.0,5,0,1
559,560.0,headoncollision,3,2,fourlane,straight,junction,fine,Car over speed and hit to car,0,0,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2017.0,3.0,18.0,1,0,1
560,561.0,headoncollision,1 & 3,2 & 5,fourlane,straight,tjunction,fine,Bus driver driving wrong route and hit to Bus,1,0,13,0,Ambulance/Petrol Vehicle,The fatal body and injured person shifted to Jalappa Hospital,bus,JalappaH,2016.0,3.0,18.0,12,1,0
561,562.0,others,2 & 4,1,fourlane,straight,junction,fine,Drunk & Drive,0,1,0,2,Ambulance/Petrol Vehicle,The injured person shifted to SNR Hospital,,snrH,2015.0,3.0,18.0,5,0,1
562,563.0,others,2 & 4,2 & 3,fourlane,straight,junction,fine,The vehicle over speed and skidding,0,1,0,2,Petrol Vehicle,The injured person shifted to Jalappa Hospital,,JalappaH,2015.0,3.0,18.0,11,0,1
563,564.0,headoncollision,3,2 & 5,fourlane,straight,tjunction,fine,Two wheeler over speed and vehicle out of control and hit to Truck,0,0,2,0,Ambulance,The injured person shifted to SNR Hospital,twowheeler,snrH,2016.0,2.0,18.0,12,0,1
564,565.0,headoncollision,2,2 & 4,fourlane,straight,junction,fine,Two wheeler over speed and hit to Car,0,1,0,0,Ambulance,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,2.0,18.0,8,1,0
565,566.0,others,1,2 & 3,fourlane,straight,junction,fine,Vehicle over speed out of control,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,,JalappaH,2015.0,2.0,18.0,7,0,1
566,567.0,others,1 & 3,2 & 3,fourlane,straight,junction,fine,Car over speed self accident. Defects in mechanical condition,1,0,2,0,Ambulance/Petrol Vehicle,The fatal body & injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,12.0,18.0,1,1,0
567,568.0,overspeed,1,2,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,unknown,JalappaH,2016.0,12.0,18.0,7,0,1
568,569.0,headoncollision,2,2 & 5,fourlane,straight,junction,fine,Multi axle over speed and hit to Truck,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,truck,MVJH,2016.0,12.0,18.0,5,1,0
569,570.0,collisionbrush,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed and hit to Auto,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital KR Puram,twowheeler,kr puramH,2016.0,12.0,18.0,2,0,1
570,571.0,overspeed,2 & 3,1 & 2,fourlane,straight,junction,fine,Two wheeler over speed Drunk & Drive,0,3,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,twowheeler,MVJH,2016.0,12.0,18.0,3,0,1
571,572.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Car over speed and Hit to Two wheeler,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,12.0,18.0,5,0,1
572,573.0,overspeed,2,2,fourlane,straight,junction,fine,Unknown vehicle hit to Road crossing pedestrian,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,unknown,hoskoteH,2017.0,11.0,18.0,8,0,1
573,574.0,headoncollision,3,2 & 5,fourlane,straight,junction,fine,Multi Axle over speed and hit to Multi axle,0,0,2,0,Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,,JalappaH,2016.0,11.0,18.0,12,1,0
574,575.0,overspeed,3 & 4,2,fourlane,straight,tjunction,fine,Car over speed and hit to Agriculture vehicle.,0,0,2,1,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital Kolar,car,JalappaH,2016.0,11.0,18.0,8,0,1
575,576.0,skidding,4,2,fourlane,slightcurve,junction,fine,Car over speed self accident,0,0,0,1,Petrol Vehicle,"There is no injured, traffic cleared immediately.",car,,2017.0,10.0,18.0,6,1,0
576,577.0,others,2,2 & 3,fourlane,slightcurve,junction,fine,Bike over speed and vehicle skidding,0,1,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2015.0,1.0,18.0,5,0,1
577,578.0,skidding,2,1 & 2,fourlane,straight,junction,fine,Car self accident Drink & Drive and Negligence Driving,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Bhattarhalli,car,,2017.0,9.0,17.0,5,1,0
578,579.0,overspeed,1 & 2,2,fourlane,straight,junction,fine,Bike over speed Hit to TATA 407,1,1,0,0,Ambulance/Petrol Vehicle,The Fatal person and Injured person shifted to MVJ Hospital,twowheeler,MVJH,2014.0,9.0,17.0,7,0,1
579,580.0,overspeed,1,2,fourlane,straight,junction,fine,Car over speed and hit to road crossing Pedestrian,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Govt Hospital Hoskote,car,hoskoteH,2016.0,8.0,17.0,5,1,0
580,581.0,others,2 & 3,2 & 5,fourlane,straight,junction,fine,Car over speed fault of driver other vehicle,0,2,1,0,Ambulance/Petrol Vehicle,The injured person shifted to MVJ Hospital,car,MVJH,2015.0,7.0,17.0,5,0,1
581,582.0,overspeed,2,2 & 3,fourlane,straight,junction,fine,Car over speed and hit to Truck,0,1,1,0,Ambulance/Petrol Vehicle,The injured persons shifted to Jalappa Hospital,car,JalappaH,2015.0,7.0,17.0,12,1,0
582,583.0,headoncollision,2,2,fourlane,straight,junction,fine,Truck over speed self accident,0,3,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital,truck,,2016.0,5.0,17.0,11,0,1
583,584.0,overspeed,2,2 & 4,fourlane,straight,junction,fine,Truck over speed and hit to Car,0,2,0,0,Ambulance/Petrol Vehicle,The injured person shifted to Private Hospital Hoskote,car,hoskoteH,2018.0,4.0,17.0,4,0,1
584,585.0,rightturncollision,3,2 & 5,fourlane,straight,junction,fine,Two wheeler over speed hit to two wheeler,0,0,1,0,Ambulance/Petrol Vehicle,The injured person shifted to Govt Hospital Avalahalli,twowheeler,avalahalliH,2017.0,4.0,17.0,8,1,0
585,586.0,skidding,2,2 & 9,fourlane,straight,junction,fine,Two wheeler over speed Self accident,0,1,0,0,Ambulance,The injured person shifted to KR Puram Private Hospital,twowheeler,kr puramH,2017.0,4.0,17.0,11,0,1
586,587.0,skidding,2 & 3,2 & 3,fourlane,straight,junction,fine,LCV over speed Tyre blast self accident,0,2,3,0,Ambulance/Petrol Vehicle,The injured person shifted to Jalappa Hospital,car,JalappaH,2016.0,4.0,17.0,2,0,1
587,588.0,headoncollision,3 & 4,3 & 5,fourlane,straight,junction,fine,Truck over speed and Hit to the LCV,0,0,1,1,Ambulance,The injured person shifted to Jalappa Hospital,car,JalappaH,2015.0,4.0,17.0,3,1,0
588,589.0,headoncollision,1,2 & 5,fourlane,straight,junction,fine,LCV over speed and hit to Two wheeler,1,0,0,0,Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2018.0,2.0,17.0,8,1,0
589,590.0,rearendcollision,3,5,fourlane,straight,junction,fine,Car over speed hit to Two wheeler,0,0,1,0,Ambulance,The injured person shifted to Jalappa Hospital,twowheeler,JalappaH,2016.0,2.0,17.0,1,0,1
590,591.0,overspeed,3 & 4,2 & 9,fourlane,slightcurve,junction,fine,Car over speed and hit to LCV,0,0,1,1,Petrol Vehicle,The injured person shifted to SNR Hospital Kolar,car,snrH,2016.0,11.0,17.0,12,0,1
591,592.0,skidding,1,1,fourlane,straight,junction,fine,Car over speed and hit to Pedestrian cross on the road,1,0,0,0,Ambulance/Petrol Vehicle,The fatal body shifted to Jalappa Hospital,car,JalappaH,2015.0,11.0,17.0,8,0,1
592,593.0,others,2,2 & 4,fourlane,straight,junction,fine,Fault of Motor vehicle over speed and Hit to BMTC Bus,0,1,0,0,Ambulance,The injured person shifted to KR Puram Govt. Hospital,bus,kr puramH,2014.0,11.0,17.0,5,0,1
